what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20120516-0617,"org.eclipse.jdt.apt.pluggable.core",1403697586882
stopped,bundle,org.eclipse.jdt.apt.core,3.3.500.v20120516-0617,"org.eclipse.jdt.apt.core",1403697586882
stopped,bundle,org.eclipse.jdt.core.manipulation,1.5.0.v20130605-1748,"org.eclipse.jdt.core.manipulation",1403697586882
stopped,bundle,org.eclipse.jdt.junit.core,3.7.200.v20130514-1154,"org.eclipse.jdt.junit.core",1403697586883
stopped,bundle,org.eclipse.jst.common.frameworks,1.1.601.v201208160700,"org.eclipse.jst.common.frameworks",1403697586883
stopped,bundle,org.eclipse.jst.server.tomcat.core,1.1.403.v20130409_1631,"org.eclipse.jst.server.tomcat.core",1403697586884
stopped,bundle,org.eclipse.jst.server.core,1.2.302.v20120503_1042,"org.eclipse.jst.server.core",1403697586885
stopped,bundle,org.eclipse.jst.common.project.facet.core,1.4.201.v201108161900,"org.eclipse.jst.common.project.facet.core",1403697586885
stopped,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.300.v201304102231,"org.eclipse.wst.xsl.jaxp.launching",1403697586885
stopped,bundle,org.eclipse.ant.launching,1.0.300.v20140203-1328,"org.eclipse.ant.launching",1403697586886
stopped,bundle,org.eclipse.emf.importer.ecore,2.7.0.v20140203-1126,"org.eclipse.emf.importer.ecore",1403697586887
stopped,bundle,org.eclipse.emf.importer.java,2.7.0.v20140203-1126,"org.eclipse.emf.importer.java",1403697586887
stopped,bundle,org.eclipse.emf.importer.rose,2.7.0.v20140203-1126,"org.eclipse.emf.importer.rose",1403697586888
stopped,bundle,org.eclipse.emf.ant,2.8.0.v20140203-1126,"org.eclipse.emf.ant",1403697586888
stopped,bundle,org.eclipse.emf.exporter,2.7.0.v20140203-1126,"org.eclipse.emf.exporter",1403697586889
stopped,bundle,org.eclipse.emf.importer,2.8.1.v20140203-1126,"org.eclipse.emf.importer",1403697586890
stopped,bundle,org.eclipse.emf.converter,2.6.0.v20140203-1126,"org.eclipse.emf.converter",1403697586890
stopped,bundle,org.eclipse.emf.codegen.ecore.ui,2.9.1.v20140203-1126,"org.eclipse.emf.codegen.ecore.ui",1403697586892
stopped,bundle,org.eclipse.emf.codegen.ecore,2.9.1.v20140203-1126,"org.eclipse.emf.codegen.ecore",1403697586892
stopped,bundle,org.eclipse.emf.codegen.ui,2.6.0.v20140203-1126,"org.eclipse.emf.codegen.ui",1403697586892
stopped,bundle,org.eclipse.emf.codegen,2.9.0.v20140203-1126,"org.eclipse.emf.codegen",1403697586893
stopped,bundle,org.eclipse.jdt.launching,3.7.1.v20131218-1102,"org.eclipse.jdt.launching",1403697586895
stopped,bundle,org.eclipse.jdt.debug,3.8.0.v20130514-0841,"org.eclipse.jdt.debug",1403697586895
stopped,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1403697586896
stopped,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.200.v201201032002,"org.eclipse.jst.ws.jaxws.utils",1403697586896
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.ie,3.1.2.r42x201307151442,"com.google.gdt.eclipse.designer.hosted.2_2.ie",1403697586896
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.webkit,3.1.2.r42x201307151442,"com.google.gdt.eclipse.designer.hosted.2_2.webkit",1403697586897
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2,3.1.2.r42x201307151442,"com.google.gdt.eclipse.designer.hosted.2_2",1403697586897
stopped,bundle,com.google.gdt.eclipse.designer.hosted,3.1.2.r42x201307151442,"com.google.gdt.eclipse.designer.hosted",1403697586897
stopped,bundle,org.eclipse.jdt.core,3.9.2.v20140114-1555,"org.eclipse.jdt.core",1403697587342
stopped,bundle,org.eclipse.wst.jsdt.debug.crossfire,1.0.301.v201208171701,"org.eclipse.wst.jsdt.debug.crossfire",1403697587342
stopped,bundle,org.eclipse.wst.jsdt.debug.rhino,1.0.201.v201208171701,"org.eclipse.wst.jsdt.debug.rhino",1403697587343
stopped,bundle,org.eclipse.wst.jsdt.debug.core,3.1.1.v201208171701,"org.eclipse.wst.jsdt.debug.core",1403697587344
stopped,bundle,org.eclipse.wst.jsdt.manipulation,1.0.400.v201204261600,"org.eclipse.wst.jsdt.manipulation",1403697587344
stopped,bundle,org.eclipse.wst.jsdt.core,1.3.1.v201401291437,"org.eclipse.wst.jsdt.core",1403697587345
stopped,bundle,org.eclipse.egit.core,3.3.2.201404171909-r,"org.eclipse.egit.core",1403697587345
stopped,bundle,org.eclipse.team.core,3.7.0.v20130514-1224,"org.eclipse.team.core",1403697587345
stopped,bundle,org.eclipse.datatools.sqltools.plan,1.0.0.v201107221520,"org.eclipse.datatools.sqltools.plan",1403697587346
stopped,bundle,org.eclipse.datatools.sqltools.result.ui,1.1.3.v201302061703,"org.eclipse.datatools.sqltools.result.ui",1403697587347
stopped,bundle,org.eclipse.datatools.sqltools.common.ui,1.0.1.v201212120623,"org.eclipse.datatools.sqltools.common.ui",1403697587348
stopped,bundle,org.eclipse.ui.externaltools,3.2.200.v20130508-2007,"org.eclipse.ui.externaltools",1403697587348
